imdbID;title;year;runtime;genre;released;imdbRating;imdbVotes;country
13690;Tommy Tucker's Tooth;1922;7 min;Short;1922-12-06;5,4;60;USA
13741;The Loves of Pharaoh;1922;100 min;Drama, History;1922-08-11;6,7;327;Germany
13802;The Young Rajah;1922;54 min;Romance, Drama;1922-11-12;7,2;284;USA
13823;Alice's Wonderland;1923;12 min;Animation, Comedy, Short;;6,6;353;USA
13858;The Balloonatic;1923;27 min;Short, Comedy;1923-01-22;6,8;1857;USA
13992;Dnevnik Glumova;1923;5 min;Short;;5,9;380;Soviet Union
14029;The Extra Girl;1923;68 min;Comedy;1923-10-28;7,9;797;USA
14109;G�sta Berlings saga;1924;183 min;Drama, Romance;1928-10-27;7,1;706;Sweden
14142;The Hunchback of Notre Dame;1923;133 min;Drama, Romance;1923-09-06;7,4;3289;USA
14218;The Love Nest;1923;20 min;Short, Comedy;1923-03-01;7;1338;USA
14341;Our Hospitality;1923;65 min;Comedy, Family;1923-11-19;7,9;6646;USA
14358;The Pilgrim;1923;40 min;Short, Comedy;1923-02-26;7,4;2559;USA
14406;Return to Reason;1923;3 min;Short;1999-11-20;6,5;949;France
14417;The Wheel;1923;273 min;Drama;1923-02-17;7,6;1006;France
14429;Safety Last!;1923;70 min;Comedy, Romance, Thriller;1923-04-01;8,3;11803;USA
14440;Scaramouche;1923;124 min;Drama, Romance;1924-02-01;7,2;373;USA
14446;Der Schatz;1923;80 min;Drama, Romance;1929-11-23;6,7;135;Germany
14497;Souls for Sale;1923;90 min;Comedy, Drama, Romance;1923-04-22;7,3;508;USA
14524;New Year's Eve;1924;66 min;;1924-01-03;6,7;58;Germany
14532;The Ten Commandments;1923;136 min;Biography, Drama;1923-11-23;7,1;1191;USA
14538;Three Ages;1923;63 min;Comedy;1923-09-24;7,2;2628;USA
14586;Waxworks;1924;65 min;Fantasy, Horror;1929-02-01;6,8;1083;Germany
14605;The White Sister;1923;143 min;Drama, Romance;;7;229;USA
14611;Why Worry?;1923;63 min;Adventure, Comedy, Family;1923-09-09;7,5;1080;USA
14624;A Woman of Paris: A Drama of Fate;1923;78 min;Drama, Romance;1923-11-04;7,1;3179;USA
14646;Aelita: Queen of Mars;1924;111 min;Adventure, Drama, Fantasy;1924-09-25;6,6;1482;Soviet Union
14672;America;1924;141 min;Drama, History, War;1924-02-21;6,5;264;USA
14702;Beau Brummel;1924;135 min;Drama, History, Romance;1924-03-30;6,9;252;USA
14760;Captain January;1924;64 min;Drama;1924-07-06;7,1;124;USA
14770;The Chechahcos;1923;87 min;Adventure, Drama;1924-05-15;6,6;167;USA
14872;Entr'acte;1924;22 min;Short;2002-08-20;7,5;2303;France
14945;Girl Shy;1924;87 min;Action, Comedy, Romance;1924-04-20;8;2205;USA
14972;He Who Gets Slapped;1924;95 min;Drama, Romance, Thriller;1924-12-22;7,8;1825;USA
15014;The Inhuman Woman;1924;135 min;Adventure, Drama, Mystery;1926-03-14;7,2;351;France
15016;The Iron Horse;1924;150 min;Western;;7,3;1276;USA
15036;Edmund Kean: Prince Among Lovers;1924;136 min;Drama;1924-02-15;6,1;102;France
15036;Edmund Kean: Prince Among Lovers;1924;136 min;Drama;1924-02-15;6,1;102;France
15039;Kino Eye;1924;78 min;Documentary;1924-10-31;7,4;513;Soviet Union
15064;The Last Laugh;1924;90 min;Drama;1925-01-05;8,1;8262;Germany
15119;The Marriage Circle;1924;85 min;Comedy;1924-02-10;7,4;676;USA
15136;Michael;1924;93 min;Drama, Romance;1924-11-17;7,3;1031;Germany
15152;Mustalaishurmaaja;1929;69 min;Drama, Romance;1929-11-04;6,5;48;Finland
15163;The Navigator;1924;59 min;Action, Comedy;1924-10-13;8,1;6094;USA
15167;The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks;1924;94 min;Comedy;1924-04-27;6,8;494;Soviet Union
15174;Die Nibelungen: Kriemhild's Revenge;1924;129 min;Drama, Adventure, Fantasy;1924-04-26;7,9;2520;Germany
15175;Die Nibelungen: Siegfried;1924;100 min;Fantasy, Drama, Adventure;;8;3504;Germany
15202;The Hands of Orlac;1924;92 min;Crime, Horror, Sci-Fi;1928-06-04;7,1;1183;Germany, Austria
15213;The Cigarette Girl from Moscow;1924;78 min;Comedy, Romance;1924-12-02;6,8;78;Soviet Union
15224;Peter Pan;1924;105 min;Adventure, Fantasy, Family;1924-12-29;7,4;589;USA
15268;Red Lily;1924;81 min;Drama;1924-09-08;7,2;291;USA
15310;The Sea Hawk;1924;123 min;Adventure, Drama, Romance;1924-06-14;7,2;343;USA
15324;Sherlock Jr.;1924;45 min;Comedy, Family, Fantasy;1924-04-21;8,3;19908;USA
15361;Strike;1925;82 min;Drama;;7,7;4459;Soviet Union
15384;Symphonie diaganale;1924;5 min;Animation, Short, Music;1924-11-05;6,2;858;Germany
15400;The Thief of Bagdad;1924;155 min;Adventure, Family, Fantasy;1924-03-23;7,9;3770;USA
15493;White Shadows;1924;82 min;Drama;1924-05-05;6,5;156;UK
15498;Wild Oranges;1924;88 min;Drama, Romance;1924-01-20;7,1;327;USA
15532;The Adventures of Prince Achmed;1926;81 min;Animation, Adventure, Fantasy;1929-06-20;7,8;3194;Germany
15589;The Awful Truth;1925;60 min;Comedy;1925-04-06;6,8;6;USA
15624;The Big Parade;1925;151 min;Drama, Romance, War;;8,3;4605;USA
15634;Body and Soul;1925;102 min;Drama;1925-11-09;6,1;397;USA
15648;Battleship Potemkin;1925;66 min;History, War;1925-12-24;8;36901;Soviet Union
15684;The Circle;1925;60 min;Drama;1925-09-22;6,8;369;USA
15687;Clash of the Wolves;1925;74 min;Adventure, Romance, Western;1925-11-28;6,7;188;USA
15693;Cobra;1925;70 min;Drama, Romance;1925-11-30;7,6;548;USA
15758;Don Q Son of Zorro;1925;111 min;Adventure, Romance;1925-06-15;7,1;283;USA
15768;Master of the House;1925;107 min;Drama;1925-10-05;7,2;958;Denmark
15801;The Living Dead Man;1926;170 min;Drama;1926-02-12;7;195;France
15841;The Freshman;1925;76 min;Comedy, Family, Sport;1925-09-20;7,6;3377;USA
15842;The Joyless Street;1925;125 min;Drama;1927-07-05;7,3;879;Germany
15863;Go West;1925;68 min;Comedy, Western;1925-11-01;7,3;2258;USA
15863;Go West;1925;68 min;Comedy, Western;1925-11-01;7,3;2283;USA
15864;The Gold Rush;1925;95 min;Adventure, Comedy, Drama;;8,3;59483;USA
15873;Grass: A Nation's Battle for Life;1925;71 min;Documentary;1925-03-20;7,9;677;USA
15881;Greed;1924;140 min;Drama, Thriller;1925-01-26;7,9;6649;USA
15977;Kino-pravda no. 21 - Leninskaia Kino-pravda. Kinopoema o Lenine;1925;29 min;Documentary, Short, History;1925-01-22;6,4;76;Soviet Union
15977;Kino-pravda no. 21 - Leninskaia Kino-pravda. Kinopoema o Lenine;1925;29 min;Documentary, Short, History;1925-01-22;6,4;81;Soviet Union
16004;Lady Windermere's Fan;1925;120 min;Comedy;1925-12-26;7,6;630;USA
16013;Lazybones;1925;80 min;Action, Comedy, Drama;1925-11-06;7,8;338;USA
16022;Lightnin';1925;104 min;Comedy, Drama;1925-08-23;5,8;60;USA
16029;The Little Colonel;1935;81 min;Comedy, Family;1935-02-22;7,1;900;USA
16029;The Little Colonel;1935;81 min;Comedy, Family;1935-02-22;7,1;903;USA
16039;The Lost World;1925;106 min;Adventure, Fantasy;1925-06-22;7,1;3154;USA
16104;The Merry Widow;1925;137 min;Drama, Romance;1926-01-25;8;1719;USA
16123;The Monster;1925;86 min;Comedy, Horror, Mystery;1925-03-16;6,3;582;USA
16129;The Movies;1925;19 min;Comedy, Short;1925-10-04;6,4;76;USA
16201;Parisian Love;1925;65 min;Crime, Drama, Romance;1925-08-01;6,1;179;USA
16220;The Phantom of the Opera;1925;93 min;Horror;1925-11-15;7,7;11396;USA
16226;The Plastic Age;1925;73 min;Comedy, Romance, Sport;1925-12-15;6,3;224;USA
16230;The Pleasure Garden;1925;75 min;Drama, Romance;;6,1;1227;UK, Germany
16232;Poil de carotte;1925;108 min;Drama;1926-02-26;7,1;119;France
16258;The Rag Man;1925;68 min;Drama, Comedy;1925-02-16;7,2;242;USA
16276;The Red Kimona;1925;77 min;Drama, Romance;1925-11-16;6,3;141;USA
16310;The Salvation Hunters;1925;65 min;Drama;1925-02-15;6,9;153;USA
16332;Seven Chances;1925;56 min;Comedy, Family, Romance;1925-03-11;8;5732;USA
16392;The City Without Jews;1924;80 min;Drama;1924-05-05;6,2;63;Austria
16394;Stage Struck;1925;70 min;Comedy;1925-11-16;8,4;636;USA
16473;The Unholy Three;1925;86 min;Crime, Drama, Romance;1925-08-16;7,3;1076;USA
16480;The Vanishing American;1925;110 min;Western;1926-02-15;7;223;USA
16481;Jealousy;1925;72 min;Crime, Drama, Romance;1926-01-31;7,4;461;Germany
16493;The Imaginary Voyage;1926;80 min;Comedy, Drama, Fantasy;1926-04-30;6,9;111;France
16544;The Wizard of Oz;1925;81 min;Comedy, Family, Fantasy;1925-04-13;5,3;1076;USA
16627;Bardelys the Magnificent;1926;90 min;Drama, Romance;1926-09-30;8,1;757;USA
16629;The Bat;1926;86 min;Mystery, Thriller;1926-11-01;6,7;488;USA
16630;Battling Butler;1926;77 min;Comedy;1926-09-19;7,2;1615;USA
16634;Beau Geste;1926;101 min;Action, Adventure, Drama;1926-08-25;6,9;222;USA
16640;The Bells;1926;68 min;Crime, Drama, Horror;1926-07-30;6,6;244;USA
16641;Ben-Hur: A Tale of the Christ;1925;143 min;Adventure, Drama, Romance;1927-10-08;8,1;5853;USA
16654;The Black Pirate;1926;88 min;Adventure, Action;1926-03-08;7,2;1146;USA
16655;The Blackbird;1926;86 min;Crime, Drama, Romance;1926-01-11;6,9;426;USA
16669;La Boheme;1926;95 min;Drama, Romance;1926-03-13;8;1058;USA
16672;The Boob;1926;64 min;Comedy, Romance;1926-05-17;4,9;334;USA
16690;Brown of Harvard;1926;85 min;Drama, Romance;1926-05-02;8,5;1222;USA
16691;Brudeferden i Hardanger;1926;104 min;Drama, Romance;1926-12-26;7;75;Norway
16804;Don Juan;1926;110 min;Adventure, Romance;1927-02-19;7,1;526;USA
16822;Ella Cinders;1926;75 min;Comedy, Romance;1926-06-06;8,1;694;USA
16829;Everybody's Acting;1926;70 min;Drama, Romance;1926-11-08;;;USA
16832;Exit Smiling;1926;77 min;Comedy, Romance;1926-11-14;7,1;311;USA
16847;Faust;1926;85 min;Drama, Fantasy, Horror;1926-12-06;8;9592;Germany
16884;Flesh and the Devil;1926;112 min;Drama, Romance;1926-12-25;8,1;3021;USA
16895;For Heaven's Sake;1926;58 min;Action, Comedy, Romance;1926-04-05;7,6;918;USA
16914;Geheimnisse einer Seele;1926;97 min;Drama;2008-02-19;6,9;362;Germany
16938;The Great Gatsby;1926;80 min;Drama;1926-08-27;;;USA
16939;The Great K & A Train Robbery;1926;53 min;Western;1926-10-17;6,4;166;USA
16953;Der heilige Berg;1926;100 min;Drama;1926-11-01;6,6;404;Germany
17029;Kiki;1926;108 min;Comedy;1926-04-04;7,4;358;USA
17048;A Page of Madness;1926;70 min;Drama, Horror;1975-01-01;7,7;1207;Japan
17075;The Lodger;1927;68 min;Crime, Drama, Mystery;1927-02-14;7,3;6232;UK
17103;The Magician;1926;83 min;Drama, Fantasy, Horror;1926-10-24;6,8;324;USA
17119;Mantrap;1926;86 min;Comedy;1926-07-24;7,2;211;USA
17120;Mare Nostrum;1926;102 min;War;1926-02-15;6,9;237;USA
17128;Mother;1926;89 min;Drama;1934-05-29;7,7;1474;Soviet Union
17136;Metropolis;1927;153 min;Drama, Sci-Fi;1927-03-13;8,3;99845;Germany
17162;Moana;1926;85 min;Documentary;1926-01-07;6,8;237;USA
17196;Nana;1926;150 min;Drama, Romance;1926-06-25;6,9;470;France
17226;Old Ironsides;1926;111 min;Drama, History;1926-12-06;6,9;103;USA
17271;Po zakonu;1926;80 min;Drama;1926-12-03;7,7;449;Soviet Union
17350;The Scarlet Letter;1926;115 min;Drama;1927-01-08;7,9;1011;USA
17372;Shagay, sovet!;1926;65 min;Documentary;1926-07-23;6,9;77;Soviet Union
17374;The Shamrock Handicap;1926;66 min;Romance, Drama;1926-05-02;5,7;85;USA
17376;One-Sixth of the World;1926;65 min;Documentary;;7,3;229;Soviet Union
17416;The Son of the Sheik;1926;68 min;Adventure, Drama;1926-09-05;7,5;1339;USA
17418;Sorok pervyy;1927;66 min;Drama, War;1927-03-01;6,6;34;Soviet Union
17423;Sparrows;1926;84 min;Drama;;7,6;778;USA
17437;The Strong Man;1926;75 min;Comedy;1926-09-19;6,8;547;USA
17448;Tartuffe;1925;70 min;Drama;1927-07-24;7,3;1175;Germany
17449;The Temptress;1926;117 min;Drama, Romance;1926-10-03;7,1;725;USA
17463;3 Bad Men;1926;122 min;Romance, Western;1926-08-28;7,6;584;USA
17534;West Point;1927;95 min;Drama, Romance;1928-01-07;8;1463;USA
17540;What Price Glory;1926;116 min;Comedy, Drama, War;1926-11-23;7,2;285;USA
17567;The Winning of Barbara Worth;1926;89 min;Drama, Romance, Western;1926-10-14;7,5;443;USA
17621;A Daughter of Destiny;1928;108 min;Drama, Fantasy, Horror;1928-05-01;6,3;183;Germany
17632;Annie Laurie;1927;90 min;Drama, Romance;1927-05-11;7,7;283;USA
17668;Berlin: Symphony of a Great City;1927;65 min;Documentary;1928-05-13;7,8;2539;Germany
17739;The Cat and the Canary;1927;108 min;Comedy, Horror, Mystery;1927-09-09;7,3;1818;USA
17743;Chang: A Drama of the Wilderness;1927;69 min;Adventure, Documentary;1927-09-03;7,2;579;USA
17750;Chicago;1927;118 min;Comedy, Crime, Drama;1927-12-23;7,4;213;USA
17765;College;1927;66 min;Comedy, Drama, Sport;1927-11-01;7,2;2888;USA
17775;The Seashell and the Clergyman;1928;28 min;Short;1933-02-16;7;1028;France
17809;Moscow That Weeps and Laughs;1927;60 min;Comedy, Drama, Romance;1927-04-19;7,3;360;Soviet Union
17813;Do Detectives Think?;1927;19 min;Comedy, Short;1927-11-20;7;436;USA
17825;When Boys Leave Home;1927;74 min;Adventure, Drama, Thriller;;6,2;1102;UK
17843;Easy Virtue;1928;80 min;Romance, Thriller;1928-06-01;5,7;1730;UK
17918;The Gaucho;1927;115 min;Adventure, Romance;1928-01-30;7,2;220;USA
17925;The General;1926;67 min;Action, Adventure, Comedy;1927-02-24;8,3;47195;USA
17961;Happiness;1935;95 min;Comedy, Drama;1935-04-07;7,5;616;Soviet Union
17961;Happiness;1935;95 min;Comedy, Drama;1935-04-07;7,5;615;Soviet Union
17961;Happiness;1935;95 min;Comedy, Drama;1935-04-07;7,5;616;Soviet Union
17961;Happiness;1935;95 min;Comedy, Drama;1935-04-07;7,5;616;Soviet Union
17998;Fanny Hawthorne;1927;120 min;Drama, Romance;1929-11-07;7,3;186;UK
18033;It;1927;72 min;Comedy, Romance;1927-02-15;7,5;2025;USA
18037;The Jazz Singer;1927;88 min;Drama, Music, Musical;1927-10-06;6,9;6426;USA
18051;The Kid Brother;1927;82 min;Comedy, Drama, Family;1927-01-17;7,6;2548;USA
18054;The King of Kings;1927;155 min;Biography, Drama, History;;7,6;1257;USA
18066;The End of St. Petersburg;1927;80 min;Drama;1928-05-30;7,6;932;Soviet Union
18097;London After Midnight;1927;69 min;Horror;1927-12-17;7;940;USA
18102;Long Pants;1927;60 min;Comedy;1927-03-26;6,6;297;USA
18107;Love;1927;82 min;Drama, Romance;1928-01-02;7,6;594;USA
18166;Mockery;1927;75 min;Drama, Romance;1927-08-13;6,9;264;USA
18179;Mr. Wu;1927;91 min;Drama, Romance;1927-03-26;6,7;370;USA
18183;My Best Girl;1927;80 min;Comedy, Romance;1927-10-31;7,8;612;USA
18187;Le myst�re de la tour Eiffel;1927;;Drama;1928-01-06;7,1;44;France
18192;Napoleon;1927;240 min;Biography, Drama, History;1929-02-17;7,4;5064;France
18217;October (Ten Days that Shook the World);1928;95 min;Drama, History;1928-01-20;7,6;4474;Soviet Union
18218;Old San Francisco;1927;88 min;Drama, History, Romance;1927-09-04;6,6;237;USA
18311;The Red Mill;1927;74 min;Comedy, Romance;1927-01-29;8,2;1026;USA
18328;The Ring;1927;89 min;Drama, Romance, Thriller;1927-10-01;6,3;2124;UK
18379;7th Heaven;1927;110 min;Drama, Romance;;7,8;1879;USA
18392;Shooting Stars;1928;70 min;Drama, Western;1928-02-01;6,9;52;UK
18397;The Show;1927;76 min;Drama;1927-01-22;7,1;322;USA
18440;Spring Fever;1927;78 min;;1927-10-22;7,9;687;USA
18451;The Student Prince in Old Heidelberg;1927;106 min;Drama, Romance;1928-01-30;7,8;940;USA
18455;Sunrise;1927;94 min;Drama, Romance;1927-11-04;8,4;24480;USA
18471;Tell It to the Marines;1926;103 min;Comedy, Drama, Romance;1927-01-29;8,2;1179;USA
18515;Two Arabian Knights;1927;92 min;Comedy, Romance, Adventure;1927-09-23;7;493;USA
18523;The Horse Ate the Hat;1928;60 min;Comedy;1928-01-13;7,1;535;France, Germany
18526;Underworld;1927;80 min;Crime, Drama, Romance;1927-08-20;7,7;1427;USA
18528;The Unknown;1927;63 min;Drama, Horror, Romance;1927-06-04;7,9;4993;USA
18530;Upstream;1927;60 min;Comedy, Drama;1927-01-30;6,2;179;USA
18566;When a Man Loves;1927;111 min;History, Romance;1927-08-21;6,9;159;USA
18578;Wings;1927;144 min;Drama, Romance, War;1929-01-05;7,8;7196;USA
18618;Across to Singapore;1928;85 min;Drama, Romance;1928-04-07;7,4;760;USA
18737;Pandora's Box;1929;109 min;Crime, Drama, Romance;1930-02-22;8;6952;Germany
18742;The Cameraman;1928;69 min;Comedy, Romance, Family;1928-09-22;8,3;6886;USA
18756;Champagne;1928;86 min;Comedy;1928-08-20;5,7;1254;UK
18756;Champagne;1928;86 min;Comedy;1928-08-20;5,7;1271;UK
18770;The Fall of the House of Usher;1928;63 min;Horror;1928-10-05;7,5;2169;France
18773;The Circus;1928;71 min;Comedy, Romance;;8,1;16017;USA
18795;The Cossacks;1928;92 min;Drama;1928-06-23;8,2;495;USA
18806;The Crowd;1928;98 min;Drama, Romance;1928-03-03;7,9;5230;USA
18826;Two Timid Souls;1928;87 min;Comedy;1928-12-05;6,8;101;France
18836;The Divine Woman;1928;80 min;Drama, Romance;1928-01-14;7,2;262;USA
18839;The Docks of New York;1928;76 min;Crime, Drama, Romance;1928-09-29;7,7;2467;USA
18873;The Fall of the House of Usher;1928;13 min;Short, Horror;2011-09-20;7;820;USA
18876;The Farmer's Wife;1928;129 min;Comedy, Drama, Romance;1930-01-04;6,1;1635;UK
18908;The Four Feathers;1929;;Adventure, Drama, Romance;1929-06-01;7,1;175;USA
18909;Four Sons;1928;100 min;Drama, War;1928-02-13;7;434;USA
18935;Geschlecht in Fesseln;1928;107 min;Drama;;6,7;166;Germany
18937;A Girl in Every Port;1928;78 min;Comedy;1928-02-26;6,8;407;USA
18972;Hangman's House;1928;80 min;Drama, Romance, Thriller;1928-05-13;6,5;288;USA
19067;A Lady of Chance;1928;78 min;Comedy, Drama, Romance;1928-12-01;6,9;275;USA
19071;The Last Command;1928;88 min;Drama, History, Romance;1928-04-01;8;2090;USA
19074;Laugh, Clown, Laugh;1928;73 min;Drama;1928-04-14;7,8;1257;USA
19096;Lights of New York;1928;57 min;Crime, Drama;1928-07-18;7,3;570;USA
19109;Lonesome;1928;69 min;Comedy, Drama, Romance;1929-02-01;8;1264;USA
19130;The Man Who Laughs;1928;110 min;Drama, Horror, Mystery;1928-11-04;7,8;3305;USA
19195;The Mysterious Lady;1928;96 min;Drama, Romance;1928-08-04;7,4;805;USA
19225;The Eleventh Year;1928;52 min;Documentary;1928-05-15;7,1;143;Soviet Union
19237;Our Dancing Daughters;1928;85 min;Drama;1928-09-01;7,5;1068;USA
19254;The Passion of Joan of Arc;1928;114 min;Biography, Drama, History;1928-10-25;8,4;23019;France
19258;The Patsy;1928;78 min;Comedy, Drama, Romance;1928-04-22;8,2;1789;USA
19278;Plane Crazy;1928;6 min;Animation, Family, Comedy;;7,4;873;USA
19286;Storm Over Asia;1928;74 min;Drama, History, War;1930-09-06;7,4;1106;Soviet Union
19304;The Racket;1928;84 min;Crime, Drama;1928-11-01;6,9;612;USA
19344;Sadie Thompson;1928;97 min;Drama;1928-01-07;8;1921;USA
19379;Show People;1928;83 min;Comedy, Romance;1928-11-20;8,3;2626;USA
19400;The Smart Set;1928;80 min;Comedy;1928-03-24;8,2;852;USA
19403;Salt for Svanetia;1930;55 min;Documentary;1930-05-24;7,8;353;Soviet Union
19412;Speedy;1928;85 min;Action, Comedy, Family;1928-04-07;7,8;1735;USA
19415;Spies;1928;90 min;Romance, Thriller;1929-03-10;7,7;1975;Germany
19421;Steamboat Bill, Jr.;1928;70 min;Action, Comedy, Drama;1928-05-20;8;8617;USA
19422;Steamboat Willie;1928;8 min;Animation, Family, Comedy;1930-08-11;7,7;4230;USA
19429;Street Angel;1928;102 min;Drama;1928-04-09;7,5;1365;USA
19434;Submarine;1928;93 min;Action, Drama;1928-11-12;7,4;170;USA
19451;Tempest;1928;102 min;Drama, Romance;1928-05-27;6,9;215;USA
19486;The Tournament;1928;90 min;Drama;1929-02-18;6,7;37;France
19489;The Trail of '98;1928;87 min;Action, Adventure, Drama;1928-03-20;6,9;223;USA
19504;Two Tars;1928;21 min;Comedy, Short;1928-11-03;7,4;915;USA
19509;Underground;1928;84 min;Drama;1928-07-01;7,1;186;UK
19532;The Viking;1928;90 min;Action, Adventure, History;1928-11-02;6,8;213;USA
19557;Weary River;1929;86 min;Drama, Romance;1929-02-10;6,8;254;USA
19558;The Wedding March;1928;113 min;Drama;1928-10-06;7,5;961;USA
19563;West of Zanzibar;1928;65 min;Drama, Mystery;1928-11-24;7,4;1057;USA
19571;While the City Sleeps;1928;66 min;Crime, Drama;1928-09-15;6,7;104;USA
19574;White Shadows in the South Seas;1928;88 min;Drama, Romance;1928-11-10;7,2;440;USA
19585;The Wind;1928;95 min;Drama, Romance, Western;1928-11-23;8,4;4291;USA
19591;A Woman of Affairs;1928;98 min;Drama;1928-12-15;7,9;870;USA
19607;You're Darn Tootin';1928;20 min;Short, Comedy, Music;1928-04-21;6,8;688;USA
19611;Zvenigora;1928;109 min;Drama, Fantasy;1928-05-08;7,1;449;Soviet Union
19630;Alibi;1929;91 min;Crime;1929-04-20;6;424;USA
19640;Angora Love;1929;21 min;Comedy, Short;1929-12-14;7;474;USA
19644;Applause;1929;80 min;Drama, Musical;1930-01-04;7,3;965;USA
19646;L'argent;1928;195 min;Drama, Romance;1928-12-25;7,8;514;France
19649;Arsenal;1929;70 min;Drama, War;1929-11-09;7,4;1022;Soviet Union
19655;Asphalt;1929;90 min;Drama;1930-05-03;7,6;859;Germany
19684;Behind That Curtain;1929;91 min;Mystery;1929-06-30;4,8;270;USA
19686;Berth Marks;1929;19 min;Short, Comedy;1929-06-01;7;668;USA
19699;The Black Watch;1929;93 min;Adventure, Drama;1929-05-22;6;166;USA
19702;Blackmail;1929;85 min;Crime, Thriller;1929-10-06;7,1;6707;UK
19715;Bouncing Babies;1929;20 min;Comedy, Family, Short;1929-10-12;7,2;122;USA
19725;Broadway;1929;104 min;Crime, Musical;1929-05-27;7,1;225;USA
19726;Broadway Babies;1929;86 min;Drama, Musical;1931-08-10;6,9;56;USA
19729;The Broadway Melody;1929;100 min;Musical, Romance;1929-06-06;6,4;4169;USA
19735;Bulldog Drummond;1929;90 min;Drama, Mystery, Thriller;1929-05-02;6,8;405;USA
19760;Man with a Movie Camera;1929;68 min;Documentary;1929-05-12;8,4;13540;Soviet Union
19777;The Cocoanuts;1929;96 min;Comedy, Musical;1929-08-03;7,2;5158;USA
19788;Coquette;1929;76 min;Drama, Romance;1929-04-06;7,3;1585;USA
19813;The Desert Song;1929;123 min;Musical;1929-04-08;6,9;46;USA
19823;Disraeli;1929;90 min;Biography, Drama, History;1929-11-01;6,5;694;USA
19824;The Divine Lady;1929;99 min;Drama, History, Romance;;6,3;414;USA
19843;Dynamite;1929;129 min;Drama;1929-12-13;7,2;271;USA
19850;Seduction;1929;85 min;Drama;1929-02-27;7,4;312;Czechoslovakia
19886;The Flying Fleet;1929;100 min;Adventure, Drama, Romance;1929-01-19;6,6;170;USA
19901;Woman in the Moon;1929;95 min;Comedy, Drama, Romance;1931-02-06;7,4;1734;Germany
19935;The Godless Girl;1929;128 min;Drama;1929-03-31;7,4;451;USA
19946;The Great Gabbo;1929;92 min;Drama, Musical, Romance;1929-09-12;6,3;472;USA
19959;Hallelujah;1929;109 min;Drama, Musical;1929-08-20;7;1055;USA
19993;The Hollywood Revue of 1929;1929;130 min;Musical;1929-11-23;7,7;1425;USA
