imdbID;title;year;runtime;genre;released;imdbRating;imdbVotes;country
115509;All Dogs Go to Heaven 2;1996;82 min;Animation, Adventure, Family;1996-03-29;5,3;3688;USA
115530;American Buffalo;1996;88 min;Drama;1996-09-13;5,7;2862;UK, USA
115531;American Strays;1996;97 min;Action, Comedy;1996-09-13;5,3;537;USA
115535;Amityville Dollhouse;1996;93 min;Horror;1997-02-18;4;1424;USA
115536;Love Can Seriously Damage Your Health;1996;117 min;Comedy, Romance;1997-01-10;6,8;1253;Spain, France
115548;Anna Meintjies;1983;;Drama;1996-11-13;;;South Africa
115561;The Apartment;1996;116 min;Drama, Mystery, Romance;1996-10-02;7,6;10989;France, Spain, Italy
115563;Aqu� llega Condemor, el pecador de la pradera;1996;90 min;Comedy, Western;1996-06-27;2,4;460;Spain
115564;Arcane Sorcerer;1996;96 min;Horror;;6,9;409;Italy
115568;Army;1996;;Action, Drama;;4,2;972;India
115571;The Arrival;1996;115 min;Action, Sci-Fi, Thriller;1996-05-31;6,3;23850;USA, Mexico
115580;The Associate;1996;114 min;Comedy;1996-10-25;6;5729;USA
115584;Asylum;1997;90 min;Drama, Horror, Thriller;1997-05-09;5;298;USA
115587;Att stj�la en tjuv;1996;93 min;Comedy, Crime, Romance;1996-12-25;4,1;612;Sweden
115591;August;1996;94 min;Comedy, Drama, Romance;1996-04-19;6;609;UK, USA
115610;Bad Moon;1996;80 min;Horror;1996-11-01;5,6;3449;USA
115624;Barb Wire;1996;98 min;Action, Sci-Fi;1996-05-03;3,2;19764;USA
115625;The Barber of Rio;1996;105 min;Comedy;1996-10-18;6;249;Italy
115631;Soul of the Game;1996;94 min;Drama, History, Sport;1996-04-20;7,4;770;USA
115632;Basquiat;1996;108 min;Biography, Drama;1996-08-09;6,9;14844;USA
115633;Bastard Out of Carolina;1996;97 min;Drama;1996-12-15;7,4;3253;USA
115638;Beaumarchais the Scoundrel;1996;116 min;Adventure, History, Romance;1997-10-17;6,8;856;France
115639;Beautiful Girls;1996;112 min;Comedy, Drama, Romance;1996-02-09;7,2;25263;USA
115640;Beautiful Thing;1996;90 min;Comedy, Drama, Romance;1996-10-09;7,8;16980;UK
115641;Beavis and Butt-Head Do America;1996;81 min;Animation, Adventure, Comedy;1996-12-20;6,8;40138;USA
115644;Bed of Roses;1996;87 min;Romance, Drama;1996-01-26;6;6503;USA
115645;Before and After;1996;108 min;Crime, Drama, Mystery;1996-02-23;6,1;6315;USA
115647;Behind Enemy Lines;1997;89 min;Action, Thriller;1997-05-23;4,2;629;USA, Philippines
115650;La belle verte;1996;99 min;Comedy;1996-09-18;7,1;2421;France
115656;Bermuda Triangle;1996;96 min;Adventure, Mystery;1996-04-04;5;507;USA
115658;Bernie;1996;87 min;Comedy;1996-11-27;7,3;2537;France
115665;Beyond Hypothermia;1996;90 min;Action, Drama, Thriller;1996-09-21;6,8;992;Hong Kong, South Korea
115669;The King of Masks;1996;91 min;Drama;1999-04-16;7,6;2714;China, Hong Kong
115676;Big Bully;1996;90 min;Comedy, Drama, Thriller;1996-01-26;4,5;3577;USA
115678;Big Night;1996;109 min;Drama;1996-09-20;7,4;12118;USA
115680;The Big Squeeze;1996;98 min;Drama;1996-09-06;5,1;245;USA
115683;Bio-Dome;1996;88 min;Comedy;1996-01-12;4,3;20540;USA
115684;Bird of Prey;1995;105 min;Crime, Drama, Music;1996-10-04;4,7;131;USA, Bulgaria
115685;The Birdcage;1996;117 min;Comedy;1996-03-08;6,9;58412;USA
115693;Black Mask;1996;99 min;Action, Adventure, Comedy;1999-05-14;6;8704;Hong Kong
115693;Black Mask;1996;99 min;Action, Adventure, Comedy;1999-05-14;6;8698;Hong Kong
115696;Black Scorpion II: Aftershock;1997;85 min;Action, Crime, Fantasy;1997-05-13;3,1;546;USA
115697;Black Sheep;1996;87 min;Comedy;1996-02-02;6,2;27529;USA
115701;Blast;1997;105 min;Action;1997-05-13;5,4;1067;USA
115710;Blood and Wine;1996;101 min;Crime, Drama, Thriller;1997-02-21;6,1;7425;USA, UK
115714;Bloodsport III;1996;91 min;Action, Sport;1997-05-13;4,1;1000;USA
115715;The Bloody Child;1996;85 min;Crime, Drama;1996-10-26;3,8;116;USA
115725;Bogus;1996;110 min;Comedy, Family, Fantasy;1996-09-06;5,3;4985;USA
115734;Bottle Rocket;1996;91 min;Comedy, Crime, Drama;1996-02-21;7,1;50270;USA
115735;La bouche de Jean-Pierre;1996;52 min;Drama;1997-04-09;6,8;155;France
115736;Bound;1996;108 min;Crime, Drama, Romance;1996-10-04;7,4;38746;USA
115738;Box of Moon Light;1996;112 min;Comedy, Drama;1997-07-25;7,3;4252;USA, Japan
115742;Boys;1996;86 min;Mystery, Drama, Romance;1996-05-10;4,8;2955;USA
115742;Boys;1996;86 min;Mystery, Drama, Romance;1996-05-10;4,8;2964;USA
115744;Brassed Off;1996;107 min;Comedy, Drama, Romance;1997-05-23;7,1;15237;UK, USA
115750;Breaking the Surface: The Greg Louganis Story;1997;95 min;Biography, Drama, Sport;1997-03-19;6,3;522;USA, Canada
115751;Breaking the Waves;1996;159 min;Drama, Romance;1996-11-13;7,9;45277;Denmark, Sweden, France, Netherlands, Norway, Iceland, Spain
115754;Breathing Room;1996;90 min;Comedy, Romance;1996-11-08;4;101;USA
115754;Breathing Room;1996;90 min;Comedy, Romance;1996-11-08;4;101;USA
115759;Broken Arrow;1996;108 min;Action, Adventure, Comedy;1996-02-09;6;73371;USA
115760;Broken English;1996;92 min;Drama, Romance;1997-05-02;6,5;600;New Zealand
115781;Bullet;1996;96 min;Action, Crime, Drama;1997-03-13;6,5;5955;USA
115783;Bulletproof;1996;84 min;Action, Comedy, Crime;1996-09-06;5,8;28025;USA
115788;Buried Secrets;1996;86 min;Horror, Mystery, Drama;1996-11-04;5,3;522;USA
115798;The Cable Guy;1996;96 min;Comedy, Drama, Thriller;1996-06-14;6;112985;USA
115813;Campfire Tales;1997;88 min;Horror;1998-09-22;5,9;2842;USA
115819;Cannibal! The Musical;1993;95 min;Biography, Comedy, Musical;1996-08-30;7,2;9796;USA
115820;The Canterville Ghost;1996;92 min;Family, Drama, Fantasy;1996-01-27;6,3;1415;USA
115822;Captain Conan;1996;129 min;Drama, War;1997-09-05;7,3;1456;France
115826;Captive Heart: The James Mink Story;1996;91 min;Drama;1996-04-14;7,2;165;USA, Canada
115832;Carla's Song;1996;127 min;Drama, Romance, War;1997-05-15;6,9;2277;UK, Spain, Germany
115834;Carnosaur 3: Primal Species;1996;85 min;Action, Horror, Sci-Fi;1997-01-17;2,8;1415;USA
115834;Carnosaur 3: Primal Species;1996;85 min;Action, Horror, Sci-Fi;1997-01-17;2,8;1421;USA
115836;Carpool;1996;89 min;Comedy;1996-08-23;4,8;3331;USA
115837;Carried Away;1996;109 min;Drama, Romance;1996-05-31;6,4;1268;USA
115847;Caught;1996;110 min;Drama, Thriller;1996-01-24;6,8;905;USA
115851;Celtic Pride;1996;91 min;Comedy, Sport;1996-04-19;5,1;8099;USA
115856;When the Cat's Away;1996;91 min;Comedy, Romance;1997-06-20;6,9;2773;France
115857;Chain Reaction;1996;107 min;Action, Drama, Sci-Fi;1996-08-02;5,5;38101;USA
115862;The Chamber;1996;113 min;Drama, Thriller;1996-10-11;5,9;9931;USA
115865;Changing Habits;1997;95 min;Comedy, Drama, Romance;1997-05-20;5,8;281;USA
115870;Charms Zwischenf�lle;1996;87 min;;1996-10-03;7,2;46;Austria
115885;Children of the Corn: The Gathering;1996;85 min;Horror, Thriller;1996-10-08;4,2;3067;USA
115886;Children of the Revolution;1996;101 min;Comedy, Drama;1997-04-30;6,3;2052;Australia
115891;Christmas Every Day;1996;95 min;Comedy, Fantasy;1996-12-01;6,4;737;USA
115895;Chronicle of a Disappearance;1996;88 min;Drama;1998-04-08;7,2;358;Palestine, Israel, USA, Germany, France
115899;The Cyclone;1996;93 min;Comedy, Romance;1996-12-20;6,8;2408;Italy
115906;Citizen Ruth;1996;106 min;Comedy, Drama;1996-12-13;7;5513;USA
115907;City Hall;1996;111 min;Drama, Thriller;1996-02-16;6,2;16036;USA
115919;The Cockroach That Ate Cincinnati;1996;95 min;Comedy, Sci-Fi;1996-09-08;6,4;43;Canada
115927;Commandments;1997;88 min;Comedy, Drama, Romance;1997-05-02;5,6;1357;USA
115928;My Sex Life... or How I Got Into an Argument;1996;178 min;Comedy, Drama, Romance;1997-09-17;6,9;934;France
115940;A Summer's Tale;1996;113 min;Comedy, Drama, Romance;2014-06-20;7,7;3759;France
115950;Cosas que nunca te dije;1996;93 min;Comedy, Drama, Romance;1998-04-01;7;948;Spain, USA
115950;Cosas que nunca te dije;1996;93 min;Comedy, Drama, Romance;1998-04-01;7;955;Spain, USA
115951;Cosi;1996;100 min;Comedy, Drama, Music;1997-04-11;6,8;1520;Australia
115956;Courage Under Fire;1996;116 min;Action, Drama, Mystery;1996-07-12;6,6;36735;USA
115963;The Craft;1996;101 min;Drama, Fantasy, Horror;1996-05-03;6,2;52493;USA
115964;Crash;1996;100 min;Drama;1997-03-21;6,4;39388;Canada, UK
115965;Crash Dive;1997;90 min;Action, Thriller, Drama;1997-03-28;4,4;610;USA
115965;Crash Dive;1997;90 min;Action, Thriller, Drama;1997-03-28;4,4;615;USA
115969;Crazy Horse;1996;90 min;Action, Biography, Drama;1996-07-07;6,2;251;USA
115976;Crimetime;1996;118 min;Horror, Thriller;1996-08-01;3,4;658;UK, USA
115978;Criminals;1997;73 min;Documentary;1997-01-29;6,3;22;USA
115985;Crossworlds;1996;90 min;Action, Sci-Fi, Comedy;1997-01-08;5,3;2151;USA
115986;The Crow: City of Angels;1996;84 min;Action, Fantasy, Thriller;1996-08-30;4,5;14743;USA
115988;The Crucible;1996;124 min;Drama, History;1996-11-27;6,8;26997;USA
115994;Curdled;1996;88 min;Comedy, Crime, Thriller;1996-09-27;5,9;3866;USA
116000;D3: The Mighty Ducks;1996;104 min;Action, Comedy, Drama;1996-10-04;5,2;17629;USA
116005;The Day a Pig Fell Into the Well;1996;115 min;Drama;1996-05-04;6,8;507;South Korea
116014;Forbidden City Cop;1996;89 min;Comedy, Drama, Action;1996-02-16;7,1;2137;Hong Kong
116015;Non-Stop;1996;82 min;Comedy, Action, Crime;1996-11-09;7,2;520;Japan
116016;Danger Zone;1996;92 min;Drama, Action;1996-08-02;4,6;574;Canada, South Africa, USA
116033;Darkman III: Die Darkman Die;1996;87 min;Action, Crime, Horror;1996-08-20;4,7;2460;USA
116036;Dating the Enemy;1996;97 min;Comedy, Fantasy, Romance;1996-09-19;6,5;1354;Australia
116040;Daylight;1996;114 min;Action, Adventure, Drama;1996-12-06;5,8;49466;USA
116041;The Daytrippers;1996;87 min;Comedy, Drama;1997-03-05;6,9;3432;Canada, USA
116056;Deadly Voyage;1996;90 min;Drama, Thriller;1996-06-15;6,9;518;USA
116059;Dear God;1996;112 min;Comedy;1996-11-01;5,2;2979;USA
116069;Delphine 1, Yvan 0;1996;91 min;Comedy, Romance;1996-06-19;5,2;399;France
116075;The Dentist;1996;92 min;Horror, Thriller;1996-10-18;5,1;6020;USA
116095;Diabolique;1996;107 min;Drama, Horror, Thriller;1996-03-22;5,3;10582;USA
116102;Different for Girls;1996;92 min;Comedy, Romance;1997-09-12;7,1;1472;UK, France
116116;Devil's Island;1996;99 min;Comedy, Drama;1996-10-03;7,3;802;Iceland, Germany, Norway, Denmark
116118;Doctor Who;1996;89 min;Adventure, Drama, Sci-Fi;1996-05-14;6,4;6933;USA, UK
116119;Dog Run;1996;104 min;Drama;2001-04-04;6,6;41;USA
116126;Don't Be a Menace to South Central While Drinking Your Juice in the Hood;1996;89 min;Comedy, Crime;1996-01-12;6,6;35188;USA
116130;Down Periscope;1996;92 min;Comedy;1996-03-01;5,9;15967;USA
116136;DragonHeart;1996;103 min;Action, Adventure, Drama;1996-05-31;6,4;74565;USA
116141;Dream for an Insomniac;1996;90 min;Romance, Comedy, Drama;1996-04-18;6,2;2314;USA
116147;Drive;1997;100 min;Action, Adventure, Sci-Fi;1997-08-06;6,9;4023;USA
116151;Dunston Checks In;1996;88 min;Comedy, Adventure, Family;1996-01-12;5,2;9271;USA
116163;Ebola Syndrome;1996;98 min;Comedy, Crime, Horror;1996-06-15;6,5;2508;Hong Kong
116164;Regular Guys;1996;102 min;Comedy, Crime, Romance;1996-05-30;7;1225;Germany
116165;Ed;1996;94 min;Comedy, Family, Sport;1996-03-15;2,6;6743;USA
116167;Ed's Next Move;1996;88 min;Romance, Comedy;1996-09-27;6,4;394;USA
116168;Eddie;1996;100 min;Comedy, Sport;1996-05-31;5;6732;USA
116169;Edie & Pen;1996;96 min;Comedy;1996-05-10;5,7;325;USA
116169;Edie & Pen;1996;96 min;Comedy;1996-05-10;5,7;326;USA
116191;Emma;1996;120 min;Comedy, Drama, Romance;1996-08-30;6,8;25545;UK, USA
116192;The Empty Mirror;1996;118 min;Drama, History, War;1999-01-29;6,2;308;USA
116209;The English Patient;1996;162 min;Drama, Romance, War;1996-12-06;7,4;131121;USA, UK
116212;Entertaining Angels: The Dorothy Day Story;1996;110 min;Biography, Drama;1996-09-27;6,5;333;USA
116213;Eraser;1996;115 min;Action, Drama, Mystery;1996-06-21;6;78570;USA
116224;Escape Clause;1996;99 min;Drama, Thriller;1996-07-14;5,7;400;USA
116225;Escape from L.A.;1996;101 min;Action, Adventure, Sci-Fi;1996-08-09;5,6;49224;USA
116231;The Bandit;1996;128 min;Crime, Drama, Thriller;1996-11-29;8,5;32364;Turkey
116240;The Evening Star;1996;129 min;Comedy, Drama;1996-12-25;5,8;3288;USA
116242;Everyone Says I Love You;1996;101 min;Comedy, Musical, Romance;1997-01-03;6,8;28309;USA
116245;Everything Relative;1996;110 min;Drama;1996-09-13;5,9;165;USA
116247;Evil Ed;1995;93 min;Horror, Comedy;1997-05-02;5,5;2172;Sweden
116250;Evita;1996;135 min;Biography, Drama, History;1997-01-10;6,3;27994;USA
116253;Executive Decision;1996;133 min;Action, Adventure, Thriller;1996-03-15;6,4;38392;USA
116259;Extreme Measures;1996;118 min;Crime, Drama, Mystery;1996-09-27;6,1;13391;USA
116260;Eye for an Eye;1996;101 min;Crime, Drama, Thriller;1996-01-12;6,1;9019;USA
116261;Eye of God;1997;84 min;Crime, Drama;1997-10-17;7,5;1020;USA
116269;Faithful;1996;91 min;Comedy, Crime, Drama;1996-04-03;5,9;1563;USA
116274;Familia;1996;98 min;Comedy, Drama, Family;1997-01-24;7,3;917;Spain
116275;A Family Thing;1996;109 min;Comedy, Drama;1996-03-29;6,9;2565;USA
116277;The Fan;1996;116 min;Action, Drama, Sport;1996-08-16;5,8;36344;USA
116279;Fantozzi - Il ritorno;1996;97 min;Comedy;1996-12-20;5,3;614;Italy
116282;Fargo;1996;98 min;Crime, Drama, Thriller;1996-04-05;8,2;400277;USA, UK
116287;Fear;1996;97 min;Drama, Thriller;1996-04-12;6,2;29878;USA
116289;Feeling Minnesota;1996;99 min;Comedy, Crime, Drama;1996-09-13;5,4;8739;USA
116293;Female Perversions;1996;119 min;Drama, Thriller;1997-04-25;5,5;1922;Germany, USA
116295;Temptress Moon;1996;130 min;Drama, Romance;1997-06-13;6,9;1488;China, Hong Kong
116298;Fetishes;1996;84 min;Documentary;1997-05-09;6,1;568;UK
116299;Fever Lake;1996;90 min;Horror;1999-05-12;2,9;598;USA
116300;Few of Us;1996;105 min;Drama;1996-09-18;7,3;340;Portugal, France, Germany, Lithuania
116308;Fire;1996;104 min;Drama, Romance;1997-08-22;7,3;4497;Canada, India
116308;Fire;1996;104 min;Drama, Romance;1997-08-22;7,3;4493;Canada, India
116310;Fire on the Mountain;1996;72 min;Documentary;1996-11-29;7,2;39;USA
116311;First Kid;1996;101 min;Family, Comedy;1996-08-30;5,1;7019;USA
116313;The First Wives Club;1996;103 min;Comedy;1996-09-20;6,1;29397;USA
116319;Subliminal Seduction;1996;81 min;Drama, Sci-Fi, Thriller;1996-01-28;4,3;183;USA
116320;Fled;1996;98 min;Action, Adventure, Crime;1996-07-19;5,3;6767;USA
116322;Flipper;1996;95 min;Family, Adventure;1996-05-17;5,2;7517;USA
116324;Flirting with Disaster;1996;92 min;Comedy;1996-04-12;6,8;14289;USA
116329;Fly Away Home;1996;107 min;Adventure, Drama, Family;1996-09-13;6,8;18562;USA, Canada
116334;For Ever Mozart;1996;84 min;Comedy, Drama, War;1997-07-04;6,6;613;France, Switzerland
116341;Forest Warrior;1996;93 min;Action, Adventure, Comedy;1996-11-05;3,2;1887;USA
116341;Forest Warrior;1996;93 min;Action, Adventure, Comedy;1996-11-05;3,2;1894;USA
116344;Forgotten Silver;1995;53 min;Comedy;1997-10-03;7,6;4754;New Zealand
116345;The Fortunes and Misfortunes of Moll Flanders;1996;54 min;Comedy, Drama, Romance;1996-10-13;8;913;UK
116345;The Fortunes and Misfortunes of Moll Flanders;1996;54 min;Comedy, Drama, Romance;1996-10-13;7,9;926;UK
116345;The Fortunes and Misfortunes of Moll Flanders;1996;54 min;Comedy, Drama, Romance;1996-10-13;7,9;926;UK
116353;Foxfire;1996;102 min;Drama;1996-08-23;6,1;6731;USA
116361;Freeway;1996;110 min;Comedy, Crime, Drama;1997-09-03;6,9;21535;USA, France
116365;The Frighteners;1996;110 min;Comedy, Horror;1996-07-19;7,2;64604;New Zealand, USA
116367;From Dusk Till Dawn;1996;108 min;Action, Crime, Horror;1996-01-19;7,3;199458;USA
116378;The Funeral;1996;99 min;Crime, Drama;1996-11-01;6,6;6618;USA
116379;The Break;1997;96 min;Drama, Romance, Thriller;1998-02-20;5,8;295;UK, Spain, Germany, Ireland, Japan
116384;Gabbeh;1996;75 min;Drama, Mystery, Romance;1997-06-25;7,1;1981;Iran, France
116393;Gang in Blue;1996;97 min;Action, Crime, Drama;1996-09-08;5,1;318;USA
116401;Generation X;1996;87 min;Action, Adventure, Sci-Fi;1996-02-20;4,8;1268;USA
116403;Get Over It;1996;78 min;Comedy, Drama;1996-10-04;7,1;15;USA
116404;Get on the Bus;1996;120 min;Drama, History;1996-10-16;6,8;3863;USA
116405;Getting Away with Murder;1996;91 min;Comedy;1996-04-12;4,5;1033;UK, USA
116407;Ghatak: Lethal;1996;158 min;Action, Drama, Romance;1996-11-08;7,1;1325;India
116409;The Ghost and the Darkness;1996;110 min;Adventure, Drama, Thriller;1996-10-11;6,8;43328;USA
116410;Ghosts of Mississippi;1996;130 min;Drama;1997-01-03;6,6;8169;USA
116414;Girl 6;1996;108 min;Comedy, Drama;1996-03-22;5;4839;USA
116418;Girls Town;1996;90 min;Comedy, Drama;1996-08-21;6,2;674;USA
116421;The Glimmer Man;1996;91 min;Action, Comedy, Crime;1996-10-04;5,3;14491;USA
116422;Glory Daze;1995;100 min;Comedy;1996-09-27;5,6;2813;USA
116426;The God of Cookery;1996;95 min;Action, Comedy;1996-12-21;7,4;5168;Hong Kong
116441;Gotti;1996;116 min;Biography, Crime, Drama;1996-08-17;7,3;4230;USA, Canada
116441;Gotti;1996;116 min;Biography, Crime, Drama;1996-08-17;7,3;4265;USA, Canada
116442;Grace of My Heart;1996;116 min;Comedy, Drama, Music;1996-09-13;6,7;2942;USA
116445;Les grands ducs;1996;85 min;Comedy;1996-04-05;6,1;674;France
116446;The Grave;1996;90 min;Comedy, Horror;1996-01-01;5,9;725;USA
116447;Gray's Anatomy;1996;80 min;Comedy, Drama;1997-03-19;7;1426;UK, USA
116448;The Great White Hype;1996;91 min;Comedy, Sport;1996-05-03;5,4;7099;USA
116465;Guy;1996;94 min;Drama;1997-12-17;6,4;485;UK, Germany, USA
116477;Hamlet;1996;242 min;Drama;1996-12-25;7,8;29078;UK, USA
116479;The Hamster Factor and Other Tales of Twelve Monkeys;1996;88 min;Documentary;1996-11-01;7,6;762;USA
116480;Hamsun;1996;159 min;Biography, Drama, War;1997-08-06;7,1;1110;Germany, Norway, Sweden, Denmark
116481;Hands on a Hard Body: The Documentary;1997;98 min;Documentary;1998-07-10;7,7;1323;USA
116483;Happy Gilmore;1996;92 min;Comedy, Sport;1996-02-16;7;142435;USA
116485;Happy Weekend;1996;;Comedy;1996-03-14;5,3;50;Germany
116488;Hard Core Logo;1996;92 min;Comedy, Drama, Music;1996-10-11;7,4;2223;Canada
116490;Tar;1997;90 min;Drama;1997-11-26;5,3;26;Germany, USA
116493;Harriet the Spy;1996;100 min;Family, Comedy, Drama;1996-07-10;5,9;7466;USA
116497;Harvey;1996;120 min;Fantasy;;5,3;267;USA
116502;Head Above Water;1996;92 min;Comedy, Thriller;1997-06-25;6;6155;USA
116506;Hearts and Minds;1995;113 min;Drama, History, Thriller;1997-01-10;8,1;3247;South Africa
116508;Heaven's Prisoners;1996;132 min;Drama, Mystery, Thriller;1996-05-17;5,7;4153;USA, UK
116514;Hellraiser: Bloodline;1996;85 min;Horror, Sci-Fi;1996-03-08;5;13105;USA
116516;Henry II: Portrait of a Serial Killer;1996;84 min;Crime, Horror, Thriller;1998-08-14;4,9;608;USA
116531;High School High;1996;86 min;Comedy, Crime, Romance;1996-10-25;5,4;10317;USA
116533;Hillsborough;1996;101 min;Drama, Sport;1996-12-05;7,9;504;UK
116536;The Hippie Revolution;1996;88 min;;;;;USA
116538;Hit Me;1996;125 min;Crime, Drama, Thriller;1998-09-25;5,5;406;USA
116538;Hit Me;1996;125 min;Crime, Drama, Thriller;1998-09-25;5,5;407;USA
116552;Homeward Bound II: Lost in San Francisco;1996;89 min;Adventure, Comedy, Family;1996-03-08;5,8;9756;USA
116552;Homeward Bound II: Lost in San Francisco;1996;89 min;Adventure, Comedy, Family;1996-03-08;5,8;9680;USA
116559;Honigmond;1996;92 min;Comedy;1996-04-11;4,2;46;Germany
116565;Hotel de Love;1996;96 min;Comedy, Drama, Romance;1997-02-07;6,3;563;Australia
116571;House Arrest;1996;108 min;Comedy, Family;1996-08-14;5,7;6201;USA
116581;The Eighth Day;1996;118 min;Comedy, Drama;1997-03-07;7,6;6586;Belgium, France, UK
116583;The Hunchback of Notre Dame;1996;91 min;Animation, Drama, Family;1996-06-21;6,9;90209;USA
116587;Hustler White;1996;79 min;Drama, Romance;1996-07-19;6;862;Germany, Canada
116589;Hype!;1996;84 min;Documentary, History, Music;1996-11-08;7,7;1724;USA
116594;I Shot Andy Warhol;1996;103 min;Biography, Drama;1996-05-01;6,6;5319;UK, USA
116601;I'm Not Rappaport;1996;135 min;Comedy;1996-12-24;6,6;1269;USA
116604;Idiot Box;1996;83 min;Comedy, Crime, Drama;1997-02-20;6,4;622;Australia
116606;If Lucy Fell;1996;92 min;Comedy, Romance;1996-03-08;4,8;3285;USA
116607;If These Walls Could Talk;1996;97 min;Drama, Thriller;1996-10-13;7,1;3012;USA
116619;In Cold Blood;1996;240 min;Crime, Drama, History;1996-11-24;6,3;668;USA, Canada
116621;In Love and War;1996;113 min;Biography, Drama, Romance;1997-01-24;5,9;6515;USA
116629;Independence Day;1996;145 min;Action, Adventure, Sci-Fi;1996-07-03;6,9;390063;USA
116631;Alive and Kicking;1996;98 min;Comedy, Drama;1997-07-25;6,8;584;UK
116635;+Inf;1996;119 min;Biography, Drama;1996-10-04;6,1;1433;USA
116640;Inside;1996;94 min;Crime, Drama;1996-08-25;6,5;230;USA
116643;Intimate Relations;1996;105 min;Comedy, Drama;1997-06-06;6,4;615;Canada, UK
116646;Invader;1996;90 min;Sci-Fi, Thriller;1996-09-24;4,9;477;USA
116650;Irma Vep;1996;99 min;Comedy, Drama;1997-04-30;6,9;3374;France
116654;The Island of Dr. Moreau;1996;96 min;Horror, Sci-Fi, Thriller;1996-08-23;4,4;24816;USA
116661;It's in the Water;1997;100 min;Comedy, Romance;1998-01-30;6,2;1194;USA
116669;Jack;1996;113 min;Comedy, Drama, Fantasy;1996-08-09;5,7;43905;USA
116671;Jack Frost;1997;89 min;Comedy, Fantasy, Horror;1997-11-18;4,5;5327;USA
116672;Jack Frusciante � uscito dal gruppo;1996;;Drama, Romance;1996-04-02;5,7;473;Italy
116676;Le jaguar;1996;100 min;Adventure;1996-10-09;5,9;2663;France
116683;James and the Giant Peach;1996;79 min;Animation, Adventure, Family;1996-04-12;6,7;45884;UK, USA
116684;Jane Eyre;1996;112 min;Drama, Romance;1996-04-12;6,8;7199;France, Italy, UK, USA
116690;Jeet;1996;180 min;Action, Drama, Romance;1996-08-23;5,4;1152;India
116692;Beyond Silence;1996;109 min;Drama, Music;1998-06-05;7,5;3457;Germany
116695;Jerry Maguire;1996;139 min;Comedy, Drama, Romance;1996-12-13;7,3;176229;USA
116696;Jerusalem;1996;168 min;Drama;1997-03-07;6,9;1233;Sweden, Denmark, Norway, Finland, Iceland
116704;Jackie Chan's First Strike;1996;107 min;Action, Adventure, Comedy;1997-01-10;6,6;13694;Hong Kong
116705;Jingle All the Way;1996;89 min;Comedy, Family;1996-11-22;5,4;63039;USA
116707;Joe's Apartment;1996;80 min;Comedy, Fantasy, Musical;1996-07-26;5,3;10033;USA
116712;Once a Thief;1996;92 min;Action, Crime, Thriller;1996-09-29;5,3;1392;Canada
116714;Johns;1996;96 min;Drama;1997-01-31;6,3;1493;USA
116717;The Christmas Party;1996;84 min;Comedy;1996-11-29;7,1;306;Finland
116722;Jude;1996;123 min;Drama, Romance;1996-10-18;7;8233;UK
116728;Jungledyret 2 - den store filmhelt;1996;68 min;Animation, Family, Musical;1996-12-20;5,1;461;Denmark, Sweden, Norway, Finland
116729;The Dress;1996;103 min;Comedy, Drama;1996-03-21;7;1384;Netherlands
116731;The Juror;1996;118 min;Drama, Thriller;1996-02-02;5,5;13262;USA
116736;The Hunters;1996;113 min;Crime, Drama, Thriller;1996-01-31;7,1;5282;Sweden
116739;How the War Started on My Island;1996;97 min;Comedy, War;;7,9;1475;Croatia
116743;Kama Sutra: A Tale of Love;1996;114 min;Crime, Drama, History;1997-02-28;6;7848;UK, India, USA, Germany, Japan
116745;Kansas City;1996;116 min;Crime, Drama, Music;1996-08-16;6,3;3413;France, USA
116749;Kathapurushan;1996;107 min;Biography, Drama;1996-09-06;7,3;59;India, Japan
116752;Drifting Clouds;1996;96 min;Comedy, Drama;1998-07-10;7,7;4565;Finland
116754;Prisoner of the Mountains;1996;99 min;Drama, War;1997-01-31;7,7;3284;Russia, Kazakhstan
116756;Kazaam;1996;93 min;Comedy, Family, Fantasy;1996-07-17;2,8;19060;USA
116762;Keys to Tulsa;1997;113 min;Crime, Drama, Thriller;1997-04-11;5,1;1326;USA
116763;Khamoshi: The Musical;1996;159 min;Drama, Musical, Romance;1996-08-09;7,5;1551;India
116767;Kids Return;1996;107 min;Crime, Drama, Sport;1996-07-27;7,6;3882;Japan
116768;Kids in the Hall: Brain Candy;1996;89 min;Comedy;1996-11-08;6,8;6793;Canada, USA
116778;Kingpin;1996;113 min;Comedy, Sport;1996-07-26;6,9;59541;USA
116783;Kissed;1996;78 min;Drama;1997-04-11;6,5;2990;Canada
116790;Kolya;1996;105 min;Comedy, Drama, Music;1997-01-24;7,8;11781;Czech Republic, UK, France
116791;Killer Condom;1996;107 min;Comedy, Horror, Romance;1996-08-29;5,2;2186;Germany, Switzerland
116817;The Land Before Time IV: Journey Through the Mists;1996;74 min;Animation, Adventure, Family;1996-12-10;5,6;3054;USA
116823;Larger Than Life;1996;93 min;Comedy, Family;1996-11-01;5,5;5072;USA
116827;Last Dance;1996;103 min;Drama, Thriller;1996-05-03;5,8;3224;USA
116830;Last Man Standing;1996;101 min;Action, Crime, Drama;1996-09-20;6,4;42126;USA
116833;The Last of the High Kings;1996;104 min;Comedy, Drama;1998-04-10;6,3;1487;Denmark, Ireland, UK
116834;Late Bloomers;1996;107 min;Comedy, Drama, Romance;1996-01-01;6;376;USA
116835;The Late Shift;1996;95 min;Comedy, Drama, Talk-Show;1996-02-24;7;2225;USA
